500.0,43.04,43.04,43.04,804.56,804.56,804.56,804.56,86.08,86.08,804.56,804.56,86.08,86.08,43.04,43.04,43.04,43.04,43.04,86.08,86.08,86.08,804.56,804.56,43.04,43.04,86.08,86.08,43.04,43.04,129.12,804.56,804.56,129.12,129.12,86.08,86.08,86.08,804.56,804.56,129.12,129.12,804.56,804.56,86.08,86.08,86.08,43.04,43.04,129.12,129.12,43.04,804.56,804.56,86.08,86.08,804.56,86.08,86.08,129.12,129.12,129.12,129.12,129.12,129.12,86.08,129.12,129.12,129.12,129.12,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
500.0,46.28,46.28,46.28,809.42,809.42,809.42,809.42,92.56,92.56,809.42,809.42,92.56,92.56,46.28,46.28,46.28,46.28,46.28,92.56,92.56,92.56,809.42,809.42,46.28,46.28,92.56,92.56,46.28,46.28,138.84,809.42,809.42,138.84,138.84,92.56,92.56,92.56,809.42,809.42,138.84,138.84,809.42,809.42,92.56,92.56,92.56,46.28,46.28,138.84,138.84,46.28,809.42,809.42,92.56,92.56,809.42,92.56,92.56,138.84,138.84,138.84,138.84,138.84,138.84,92.56,138.84,138.84,138.84,138.84,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
500.0,46.28,46.28,46.28,809.42,809.42,809.42,809.42,92.56,92.56,809.42,809.42,92.56,92.56,46.28,46.28,46.28,46.28,46.28,92.56,92.56,92.56,809.42,809.42,46.28,46.28,92.56,92.56,46.28,46.28,138.84,809.42,809.42,138.84,138.84,92.56,92.56,92.56,809.42,809.42,138.84,138.84,809.42,809.42,92.56,92.56,92.56,46.28,46.28,138.84,138.84,46.28,809.42,809.42,92.56,92.56,809.42,92.56,92.56,138.84,138.84,138.84,138.84,138.84,138.84,92.56,138.84,138.84,138.84,138.84,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
500.0,48.56,48.56,48.56,812.84,812.84,812.84,812.84,97.12,97.12,812.84,812.84,97.12,97.12,48.56,48.56,48.56,48.56,48.56,97.12,97.12,97.12,812.84,812.84,48.56,48.56,97.12,97.12,48.56,48.56,145.68,812.84,812.84,145.68,145.68,97.12,97.12,97.12,812.84,812.84,145.68,145.68,812.84,812.84,97.12,97.12,97.12,48.56,48.56,145.68,145.68,48.56,812.84,812.84,97.12,97.12,812.84,97.12,97.12,145.68,145.68,145.68,145.68,145.68,145.68,97.12,145.68,145.68,145.68,145.68,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
500.0,51.08,51.08,51.08,816.62,816.62,816.62,816.62,102.16,102.16,816.62,816.62,102.16,102.16,51.08,51.08,51.08,51.08,51.08,102.16,102.16,102.16,816.62,816.62,51.08,51.08,102.16,102.16,51.08,51.08,153.24,816.62,816.62,153.24,153.24,102.16,102.16,102.16,816.62,816.62,153.24,153.24,816.62,816.62,102.16,102.16,102.16,51.08,51.08,153.24,153.24,51.08,816.62,816.62,102.16,102.16,816.62,102.16,102.16,153.24,153.24,153.24,153.24,153.24,153.24,102.16,153.24,153.24,153.24,153.24,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
500.0,41.64,41.64,41.64,802.46,802.46,802.46,802.46,83.28,83.28,802.46,802.46,83.28,83.28,41.64,41.64,41.64,41.64,41.64,83.28,83.28,83.28,802.46,802.46,41.64,41.64,83.28,83.28,41.64,41.64,124.92,802.46,802.46,124.92,124.92,83.28,83.28,83.28,802.46,802.46,124.92,124.92,802.46,802.46,83.28,83.28,83.28,41.64,41.64,124.92,124.92,41.64,802.46,802.46,83.28,83.28,802.46,83.28,83.28,124.92,124.92,124.92,124.92,124.92,124.92,83.28,124.92,124.92,124.92,124.92,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
500.0,43.9,43.9,43.9,805.85,805.85,805.85,805.85,87.8,87.8,805.85,805.85,87.8,87.8,43.9,43.9,43.9,43.9,43.9,87.8,87.8,87.8,805.85,805.85,43.9,43.9,87.8,87.8,43.9,43.9,131.7,805.85,805.85,131.7,131.7,87.8,87.8,87.8,805.85,805.85,131.7,131.7,805.85,805.85,87.8,87.8,87.8,43.9,43.9,131.7,131.7,43.9,805.85,805.85,87.8,87.8,805.85,87.8,87.8,131.7,131.7,131.7,131.7,131.7,131.7,87.8,131.7,131.7,131.7,131.7,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
500.0,45.5,45.5,45.5,808.25,808.25,808.25,808.25,91.0,91.0,808.25,808.25,91.0,91.0,45.5,45.5,45.5,45.5,45.5,91.0,91.0,91.0,808.25,808.25,45.5,45.5,91.0,91.0,45.5,45.5,136.5,808.25,808.25,136.5,136.5,91.0,91.0,91.0,808.25,808.25,136.5,136.5,808.25,808.25,91.0,91.0,91.0,45.5,45.5,136.5,136.5,45.5,808.25,808.25,91.0,91.0,808.25,91.0,91.0,136.5,136.5,136.5,136.5,136.5,136.5,91.0,136.5,136.5,136.5,136.5,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
500.0,46.28,46.28,46.28,809.42,809.42,809.42,809.42,92.56,92.56,809.42,809.42,92.56,92.56,46.28,46.28,46.28,46.28,46.28,92.56,92.56,92.56,809.42,809.42,46.28,46.28,92.56,92.56,46.28,46.28,138.84,809.42,809.42,138.84,138.84,92.56,92.56,92.56,809.42,809.42,138.84,138.84,809.42,809.42,92.56,92.56,92.56,46.28,46.28,138.84,138.84,46.28,809.42,809.42,92.56,92.56,809.42,92.56,92.56,138.84,138.84,138.84,138.84,138.84,138.84,92.56,138.84,138.84,138.84,138.84,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
500.0,46.28,46.28,46.28,809.42,809.42,809.42,809.42,92.56,92.56,809.42,809.42,92.56,92.56,46.28,46.28,46.28,46.28,46.28,92.56,92.56,92.56,809.42,809.42,46.28,46.28,92.56,92.56,46.28,46.28,138.84,809.42,809.42,138.84,138.84,92.56,92.56,92.56,809.42,809.42,138.84,138.84,809.42,809.42,92.56,92.56,92.56,46.28,46.28,138.84,138.84,46.28,809.42,809.42,92.56,92.56,809.42,92.56,92.56,138.84,138.84,138.84,138.84,138.84,138.84,92.56,138.84,138.84,138.84,138.84,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
