0,986,1
1,987,1
2,988,1
3,989,1
4,990,1
317,1303,1
318,1304,1
319,1305,1
320,1306,1
321,1307,1
322,1308,1
635,1621,1
636,1622,1
637,1623,1
638,1624,1
5,991,2
6,992,2
7,993,2
8,994,2
9,995,2
10,996,2
323,1309,2
324,1310,2
325,1311,2
326,1312,2
624,1610,2
625,1611,2
626,1612,2
627,1613,2
628,1614,2
11,997,3
12,998,3
13,999,3
14,1000,3
312,1298,3
313,1299,3
314,1300,3
315,1301,3
316,1302,3
629,1615,3
630,1616,3
631,1617,3
632,1618,3
633,1619,3
634,1620,3
15,1001,4
16,1002,4
17,1003,4
18,1004,4
19,1005,4
20,1006,4
333,1319,4
334,1320,4
335,1321,4
336,1322,4
337,1323,4
639,1625,4
640,1626,4
641,1627,4
642,1628,4
643,1629,4
644,1630,4
21,1007,5
22,1008,5
23,1009,5
24,1010,5
25,1011,5
327,1313,5
328,1314,5
329,1315,5
330,1316,5
331,1317,5
332,1318,5
645,1631,5
646,1632,5
647,1633,5
648,1634,5
649,1635,5
26,1012,6
27,1013,6
28,1014,6
341,1327,6
342,1328,6
343,1329,6
344,1330,6
345,1331,6
346,1332,6
347,1333,6
348,1334,6
650,1636,6
651,1637,6
652,1638,6
29,1015,7
30,1016,7
31,1017,7
32,1018,7
33,1019,7
34,1020,7
35,1021,7
36,1022,7
338,1324,7
339,1325,7
340,1326,7
653,1639,7
654,1640,7
655,1641,7
656,1642,7
657,1643,7
658,1644,7
659,1645,7
660,1646,7
37,1023,8
38,1024,8
39,1025,8
352,1338,8
353,1339,8
354,1340,8
661,1647,8
662,1648,8
663,1649,8
40,1026,9
41,1027,9
42,1028,9
349,1335,9
350,1336,9
351,1337,9
664,1650,9
665,1651,9
666,1652,9
43,1029,10
44,1030,10
45,1031,10
358,1344,10
359,1345,10
360,1346,10
361,1347,10
667,1653,10
668,1654,10
669,1655,10
46,1032,11
47,1033,11
48,1034,11
49,1035,11
355,1341,11
356,1342,11
357,1343,11
670,1656,11
671,1657,11
672,1658,11
673,1659,11
50,1036,12
51,1037,12
52,1038,12
365,1351,12
366,1352,12
367,1353,12
368,1354,12
369,1355,12
674,1660,12
675,1661,12
676,1662,12
53,1039,13
54,1040,13
55,1041,13
56,1042,13
57,1043,13
362,1348,13
363,1349,13
364,1350,13
677,1663,13
678,1664,13
679,1665,13
680,1666,13
681,1667,13
58,1044,14
59,1045,14
60,1046,14
61,1047,14
62,1048,14
63,1049,14
64,1050,14
377,1363,14
378,1364,14
379,1365,14
380,1366,14
381,1367,14
682,1668,14
683,1669,14
684,1670,14
685,1671,14
686,1672,14
687,1673,14
688,1674,14
65,1051,15
66,1052,15
67,1053,15
68,1054,15
69,1055,15
370,1356,15
371,1357,15
372,1358,15
373,1359,15
374,1360,15
375,1361,15
376,1362,15
689,1675,15
690,1676,15
691,1677,15
692,1678,15
693,1679,15
70,1056,16
71,1057,16
72,1058,16
73,1059,16
74,1060,16
75,1061,16
76,1062,16
77,1063,16
78,1064,16
391,1377,16
392,1378,16
393,1379,16
394,1380,16
395,1381,16
396,1382,16
397,1383,16
398,1384,16
711,1697,16
712,1698,16
713,1699,16
714,1700,16
715,1701,16
79,1065,17
80,1066,17
81,1067,17
82,1068,17
83,1069,17
84,1070,17
85,1071,17
86,1072,17
399,1385,17
400,1386,17
401,1387,17
402,1388,17
403,1389,17
694,1680,17
695,1681,17
696,1682,17
697,1683,17
698,1684,17
699,1685,17
700,1686,17
701,1687,17
702,1688,17
87,1073,18
88,1074,18
89,1075,18
90,1076,18
91,1077,18
382,1368,18
383,1369,18
384,1370,18
385,1371,18
386,1372,18
387,1373,18
388,1374,18
389,1375,18
390,1376,18
703,1689,18
704,1690,18
705,1691,18
706,1692,18
707,1693,18
708,1694,18
709,1695,18
710,1696,18
92,1078,19
93,1079,19
94,1080,19
95,1081,19
408,1394,19
409,1395,19
410,1396,19
411,1397,19
412,1398,19
725,1711,19
726,1712,19
727,1713,19
728,1714,19
729,1715,19
730,1716,19
731,1717,19
732,1718,19
733,1719,19
96,1082,20
97,1083,20
98,1084,20
99,1085,20
100,1086,20
413,1399,20
414,1400,20
415,1401,20
416,1402,20
417,1403,20
418,1404,20
419,1405,20
420,1406,20
421,1407,20
716,1702,20
717,1703,20
718,1704,20
719,1705,20
101,1087,21
102,1088,21
103,1089,21
104,1090,21
105,1091,21
106,1092,21
107,1093,21
108,1094,21
109,1095,21
404,1390,21
405,1391,21
406,1392,21
407,1393,21
720,1706,21
721,1707,21
722,1708,21
723,1709,21
724,1710,21
110,1096,22
111,1097,22
112,1098,22
425,1411,22
426,1412,22
427,1413,22
428,1414,22
429,1415,22
430,1416,22
734,1720,22
735,1721,22
736,1722,22
113,1099,23
114,1100,23
115,1101,23
116,1102,23
117,1103,23
118,1104,23
422,1408,23
423,1409,23
424,1410,23
737,1723,23
738,1724,23
739,1725,23
740,1726,23
741,1727,23
742,1728,23
119,1105,24
120,1106,24
121,1107,24
122,1108,24
123,1109,24
124,1110,24
437,1423,24
438,1424,24
439,1425,24
440,1426,24
441,1427,24
743,1729,24
744,1730,24
745,1731,24
746,1732,24
747,1733,24
748,1734,24
125,1111,25
126,1112,25
127,1113,25
128,1114,25
129,1115,25
431,1417,25
432,1418,25
433,1419,25
434,1420,25
435,1421,25
436,1422,25
749,1735,25
750,1736,25
751,1737,25
752,1738,25
753,1739,25
130,1116,26
131,1117,26
132,1118,26
445,1431,26
446,1432,26
447,1433,26
754,1740,26
755,1741,26
756,1742,26
133,1119,27
134,1120,27
135,1121,27
442,1428,27
443,1429,27
444,1430,27
757,1743,27
758,1744,27
759,1745,27
136,1122,28
137,1123,28
138,1124,28
451,1437,28
452,1438,28
760,1746,28
761,1747,28
762,1748,28
139,1125,29
140,1126,29
448,1434,29
449,1435,29
450,1436,29
763,1749,29
764,1750,29
141,1127,30
142,1128,30
143,1129,30
144,1130,30
145,1131,30
146,1132,30
147,1133,30
148,1134,30
149,1135,30
150,1136,30
453,1439,30
454,1440,30
455,1441,30
456,1442,30
457,1443,30
458,1444,30
459,1445,30
460,1446,30
461,1447,30
462,1448,30
765,1751,30
766,1752,30
767,1753,30
768,1754,30
769,1755,30
770,1756,30
771,1757,30
772,1758,30
773,1759,30
774,1760,30
151,1137,31
152,1138,31
465,1451,31
466,1452,31
775,1761,31
776,1762,31
153,1139,32
154,1140,32
463,1449,32
464,1450,32
777,1763,32
778,1764,32
155,1141,33
156,1142,33
157,1143,33
158,1144,33
159,1145,33
160,1146,33
161,1147,33
162,1148,33
163,1149,33
476,1462,33
477,1463,33
478,1464,33
479,1465,33
480,1466,33
481,1467,33
482,1468,33
779,1765,33
780,1766,33
781,1767,33
782,1768,33
783,1769,33
784,1770,33
785,1771,33
786,1772,33
787,1773,33
164,1150,34
165,1151,34
166,1152,34
167,1153,34
168,1154,34
169,1155,34
170,1156,34
467,1453,34
468,1454,34
469,1455,34
470,1456,34
471,1457,34
472,1458,34
473,1459,34
474,1460,34
475,1461,34
788,1774,34
789,1775,34
790,1776,34
