0,986,152.0
1,987,314.0
2,988,314.0
3,989,428.0
4,990,554.0
5,991,82.0
6,992,195.0
7,993,275.0
8,994,314.0
9,995,314.0
10,996,440.0
11,997,928.0
12,998,642.0
13,999,348.0
14,1000,356.0
15,1001,21.0
16,1002,134.0
17,1003,394.0
18,1004,264.0
19,1005,264.0
20,1006,931.0
21,1007,513.0
22,1008,206.0
23,1009,342.0
24,1010,342.0
25,1011,866.0
26,1012,564.0
27,1013,842.0
28,1014,559.0
29,1015,264.0
30,1016,299.0
31,1017,299.0
32,1018,153.0
33,1019,153.0
34,1020,299.0
35,1021,146.0
36,1022,166.0
37,1023,658.0
38,1024,733.0
39,1025,733.0
40,1026,658.0
41,1027,658.0
42,1028,658.0
43,1029,302.0
44,1030,1112.0
45,1031,1112.0
46,1032,83.0
47,1033,1112.0
48,1034,1112.0
49,1035,302.0
50,1036,642.0
51,1037,868.0
52,1038,989.0
53,1039,360.0
54,1040,234.0
55,1041,152.0
56,1042,278.0
57,1043,928.0
58,1044,162.0
59,1045,275.0
60,1046,248.0
61,1047,248.0
62,1048,195.0
63,1049,195.0
64,1050,275.0
65,1051,275.0
66,1052,148.0
67,1053,148.0
68,1054,228.0
69,1055,162.0
70,1056,276.0
71,1057,276.0
72,1058,276.0
73,1059,268.0
74,1060,268.0
75,1061,268.0
76,1062,154.0
77,1063,162.0
78,1064,82.0
79,1065,135.0
80,1066,162.0
81,1067,162.0
82,1068,162.0
83,1069,162.0
84,1070,162.0
85,1071,162.0
86,1072,276.0
87,1073,356.0
88,1074,508.0
89,1075,428.0
90,1076,342.0
91,1077,66.0
92,1078,302.0
93,1079,299.0
94,1080,299.0
95,1081,299.0
96,1082,54.0
97,1083,54.0
98,1084,299.0
99,1085,299.0
100,1086,54.0
101,1087,54.0
102,1088,299.0
103,1089,299.0
104,1090,299.0
105,1091,299.0
106,1092,299.0
107,1093,299.0
108,1094,299.0
109,1095,302.0
110,1096,677.0
111,1097,1078.0
112,1098,965.0
113,1099,319.0
114,1100,302.0
115,1101,302.0
116,1102,348.0
117,1103,103.0
118,1104,74.0
119,1105,162.0
120,1106,275.0
121,1107,228.0
122,1108,275.0
123,1109,195.0
124,1110,148.0
125,1111,201.0
126,1112,287.0
127,1113,287.0
128,1114,201.0
129,1115,66.0
130,1116,738.0
131,1117,658.0
132,1118,658.0
133,1119,658.0
134,1120,658.0
135,1121,738.0
136,1122,162.0
137,1123,162.0
138,1124,1403.0
